FLWS,NasdaqGS,纳斯达克全球精选,"FLWS,FWC",NasdaqGS:FLWS, DB:FWC,,,-,1-800-Flowers.com Inc. ,,,,,,,,1976,www.1800flowers.com,United States,"Headquarters
One Old Country Road
Suite 500 
Carle Place, New York    11514
United States
Main Phone: 516-237-6000
Other Phone: 800-356-9377","1-800-FLOWERS.COM, Inc. operates as a florist and gift retailer in the United States.",Internet Retail
ABY,NasdaqGS,纳斯达克全球精选,"ABY,AY3",NasdaqGS:ABY, DB:AY3,,,-,Abengoa Yield plc ,,,,,,,,2013,www.abengoayield.com,United Kingdom,"Headquarters
1 Park Row 
Leeds, West Yorkshire    LS1 5AB
United Kingdom
Main Phone: 34 954 937111
Main Fax: 34","Abengoa Yield plc owns renewable energy, conventional power, and electric transmission line contracted assets in North America, South America, and Europe.",Renewable Electricity
ABMD,NasdaqGS,纳斯达克全球精选,"ABMD,AIO",NasdaqGS:ABMD, DB:AIO,,,-,"ABIOMED, Inc. ",,,,,,,,1981,www.abiomed.com,United States,"Headquarters
22 Cherry Hill Drive 
Danvers, Massachusetts    01923
United States
Main Phone: 978-646-1400","ABIOMED, Inc. provides medical devices in circulatory support and continuum of care in heart recovery to acute heart failure patients.",Healthcare Equipment
AXAS,NasdaqCM,纳斯达克资本市场,"AXAS,AXO",NasdaqCM:AXAS, DB:AXO,,,-,Abraxas Petroleum Corp. ,,,,,,,,1977,www.abraxaspetroleum.com,United States,"Headquarters
18803 Meisner Drive 
San Antonio, Texas    78258
United States
Main Phone: 210-490-4788
Main Fax: 210-918-6675","Abraxas Petroleum Corporation, an independent energy company, is engaged in the acquisition, exploitation, development, and production of oil and gas in the United States and Canada.",Oil and Gas Exploration and Production
ACTG,NasdaqGS,纳斯达克全球精选,"ACTG,AZG2",NasdaqGS:ACTG, DB:AZG2,,,-,Acacia Research Corporation ,,,,,,,,1992,www.acaciaresearch.com,United States,"Headquarters
500 Newport Center Drive
7th Floor 
Newport Beach, California    92660
United States
Main Phone: 949-480-8300
Main Fax: 949-480-8301","Acacia Research Corporation, through its subsidiaries, acquires, develops, licenses, and enforces patented technologies in the United States.",Research and Consulting Services
ACHC,NasdaqGS,纳斯达克全球精选,"ACHC,7RA",NasdaqGS:ACHC, DB:7RA,,,-,"Acadia Healthcare Company, Inc. ",,,,,,,,2005,www.acadiahealthcare.com,United States,"Headquarters
830 Crescent Centre Drive
Suite 610 
Franklin, Tennessee    37067
United States
Main Phone: 615-861-6000","Acadia Healthcare Company, Inc. develops and operates inpatient psychiatric facilities, residential treatment centers, group homes, and substance abuse facilities in the United States.",Healthcare Facilities
ACAD,NasdaqGS,纳斯达克全球精选,"ACAD,DR6",NasdaqGS:ACAD, DB:DR6,,,-,ACADIA Pharmaceuticals Inc. ,,,,,,,,1993,www.acadia-pharm.com,United States,"Headquarters
11085 Torreyana Road
Suite 100 
San Diego, California    92121
United States
Main Phone: 858-558-2871
Main Fax: 858-558-2872","ACADIA Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of small molecule drugs that address unmet medical needs in neurological and related central nervous system disorders.",Biotechnology
APO,-,-,"APO,ACST",TSXV:APO, NasdaqCM:ACST,,,-,Acasti Pharma Inc. ,,,,,,,,2002,www.acastipharma.com,Canada,"Headquarters
545 Promenade du Centropolis
Suite 100 
Laval, Quebec    H7T 0A3
Canada
Main Phone: 450-686-4555
Main Fax: 450-686-2505","Acasti Pharma Inc., a biopharmaceutical company, is engaged in the research, development, and commercialization of therapies for abnormalities in blood lipids, and the treatment and prevention of various cardiometabolic disorders in Canada and the United States.",Pharmaceuticals
AXDX,NasdaqCM,纳斯达克资本市场,AXDX,NasdaqCM:AXDX,,,,-,"Accelerate Diagnostics, Inc. ",,,,,,,,1982,www.acceleratediagnostics.com,United States,"Headquarters
3950 South Country Club
Suite 470 
Tucson, Arizona    85714
United States
Main Phone: 520-365-3100
Main Fax: 520-269-6580","Accelerate Diagnostics, Inc. focuses on developing and commercializing instrumentation for the rapid identification and antibiotic susceptibility testing of infectious pathogens.",Life Sciences Tools and Services
XLRN,NasdaqGM,纳斯达克全球市场,"XLRN,0A3",NasdaqGM:XLRN, DB:0A3,,,-,"Acceleron Pharma, Inc. ",,,,,,,,2003,www.acceleronpharma.com,United States,"Headquarters
128 Sidney Street 
Cambridge, Massachusetts    02139
United States
Main Phone: 617-649-9200
Main Fax: 617-649-9988","Acceleron Pharma Inc., a clinical stage biopharmaceutical company, focuses on the discovery, development, and commercialization of protein therapeutics for cancer and rare diseases.",Biotechnology
ANCX,NasdaqGM,纳斯达克全球市场,ANCX,NasdaqGM:ANCX,,,,-,Access National Corporation ,,,,,,,,1999,-,United States,"Headquarters
1800 Robert Fulton Drive
Suite 300 
Reston, Virginia    20191
United States
Main Phone: 703-871-2100
Other Phone: 800-931-0370","Access National Corporation operates as a bank holding company for Access National Bank that provides credit, deposit, mortgage, and wealth management services to small and medium sized businesses, professionals, and associated individuals primarily in the greater Washington, D.C. Metropolitan Area.",Regional Banks
ARAY,NasdaqGS,纳斯达克全球精选,"ARAY,XEJ",NasdaqGS:ARAY, DB:XEJ,,,-,Accuray Incorporated ,,,,,,,,1990,www.accuray.com,United States,"Headquarters
1310 Chesapeake Terrace 
Sunnyvale, California    94089
United States
Main Phone: 408-716-4600
Main Fax: 408-716-4601
Other Phone: 888-522-3740","Accuray Incorporated designs, develops, and sells radiosurgery and radiation therapy systems for the treatment of tumors in the body.",Healthcare Equipment
ACRX,NasdaqGM,纳斯达克全球市场,"ACRX,R5X",NasdaqGM:ACRX, DB:R5X,,,-,"AcelRx Pharmaceuticals, Inc. ",,,,,,,,2005,www.acelrx.com,United States,"Headquarters
351 Galveston Drive 
Redwood City, California    94063
United States
Main Phone: 650-216-3500
Main Fax: 650-216-6500","AcelRx Pharmaceuticals, Inc., a development stage specialty pharmaceutical company, focuses on the development and commercialization of therapies for the treatment of acute and breakthrough pain (BTP).",Pharmaceuticals
ACET,NasdaqGS,纳斯达克全球精选,"ACET,AZJ",NasdaqGS:ACET, DB:AZJ,,,-,Aceto Corp. ,,,,,,,,1947,www.aceto.com,United States,"Headquarters
4 Tri Harbor Court 
Port Washington, New York    11050
United States
Main Phone: 516-627-6000
Main Fax: 516-627-6093","Aceto Corporation, together with its subsidiaries, sources, markets, sells, and distributes pharmaceutical intermediates and active ingredients, finished dosage form generics, nutraceutical products, agricultural protection products, and specialty chemicals.",Trading Companies and Distributors
AKAO,NasdaqGM,纳斯达克全球市场,AKAO,NasdaqGM:AKAO,,,,-,"Achaogen, Inc. ",,,,,,,,2002,www.achaogen.com,United States,"Headquarters
7000 Shoreline Court
Suite 371 
South San Francisco, California    94080
United States
Main Phone: 650-800-3636
Main Fax: 650-434-3765","Achaogen, Inc., a clinical-stage biopharmaceutical company, discovers, develops, and commercializes antibacterials to treat multi-drug resistant gram-negative infections.",Pharmaceuticals
ACHN,NasdaqGS,纳斯达克全球精选,"ACHN,ADA",NasdaqGS:ACHN, DB:ADA,,,-,"Achillion Pharmaceuticals, Inc. ",,,,,,,,1998,www.achillion.com,United States,"Headquarters
300 George Street 
New Haven, Connecticut    06511
United States
Main Phone: 203-724-6000
Main Fax: 203-624-7003
Other Phone: 203-624-7000","Achillion Pharmaceuticals, Inc., a biopharmaceutical company, discovers, develops, and commercializes anti-infective drug therapies in the United States and internationally.",Biotechnology
ACIW,NasdaqGS,纳斯达克全球精选,"ACIW,TSA",NasdaqGS:ACIW, DB:TSA,,,-,"ACI Worldwide, Inc. ",,,,,,,,1993,www.aciworldwide.com,United States,"Headquarters
3520 Kraft Road
Suite 3000 
Naples, Florida    34105
United States
Main Phone: 239-403-4600","ACI Worldwide, Inc. develops, markets, installs, and supports software products and services for facilitating electronic payments worldwide.",Application Software
ACNB,NasdaqCM,纳斯达克资本市场,ACNB,NasdaqCM:ACNB,,,,-,ACNB Corp. ,,,,,,,,1857,www.acnb.com,United States,"Headquarters
16 Lincoln Square 
Gettysburg, Pennsylvania    17325
United States
Main Phone: 717-334-3161
Other Phone: 888-334-2262","ACNB Corporation, through its subsidiaries, provides various banking and financial services to individuals and businesses in the United States.",Regional Banks
ACOR,NasdaqGS,纳斯达克全球精选,"ACOR,CDG",NasdaqGS:ACOR, DB:CDG,,,-,"Acorda Therapeutics, Inc. ",,,,,,,,1995,www.acorda.com,United States,"Headquarters
420 Saw Mill River Road 
Ardsley, New York    10502
United States
Main Phone: 914-347-4300
Main Fax: 914-347-4560","Acorda Therapeutics, Inc., a biopharmaceutical company, identifies, develops, and commercializes novel therapies for multiple sclerosis (MS), spinal cord injury (SCI), and other disorders of the nervous system in the United States.",Biotechnology
ACFN,NasdaqGM,纳斯达克全球市场,"ACFN,DS1",NasdaqGM:ACFN, DB:DS1,,,-,"Acorn Energy, Inc. ",,,,,,,,1986,www.acornenergy.com,United States,"Headquarters
3903 Centerville Road 
Wilmington, Delaware    19807
United States
Main Phone: 302-656-1707","Acorn Energy, Inc., through its subsidiaries, provides technology driven solutions for energy infrastructure asset management worldwide.",Electronic Equipment and Instruments
ACPW,NasdaqCM,纳斯达克资本市场,"ACPW,AC3A",NasdaqCM:ACPW, DB:AC3A,,,-,Active Power Inc. ,,,,,,,,1992,www.activepower.com,United States,"Headquarters
2128 West Braker Lane
BK 12 
Austin, Texas    78758
United States
Main Phone: 512-836-6464
Main Fax: 512-836-4511","Active Power, Inc., together with its subsidiaries, designs, manufactures, and sells flywheel-based uninterruptible power supply (UPS) products and modular infrastructure solutions.",Heavy Electrical Equipment
ATVI,NasdaqGS,纳斯达克全球精选,"ATVI,ATVI *,AIY",NasdaqGS:ATVI, BMV:ATVI *, DB:AIY,,-,"Activision Blizzard, Inc. ",,,,,,,,-,www.activisionblizzard.com,United States,"Headquarters
3100 Ocean Park Boulevard 
Santa Monica, California    90405
United States
Main Phone: 310-255-2000","Activision Blizzard, Inc. publishes online, personal computer (PC), video game console, handheld, mobile, and tablet games.",Home Entertainment Software
BIRT,NasdaqGS,纳斯达克全球精选,"BIRT,AZW",NasdaqGS:BIRT, DB:AZW,,,-,Actuate Corporation ,,,,,,,,1993,www.actuate.com,United States,"Headquarters
951 Mariners Island Boulevard 
San Mateo, California    94404
United States
Main Phone: 650-645-3000
Main Fax: 650-645-3700
Other Phone: 888-422-8828",Actuate Corporation provides software solutions and services to corporate and government customers worldwide.,Application Software
ACUR,NasdaqCM,纳斯达克资本市场,ACUR,NasdaqCM:ACUR,,,,-,"Acura Pharmaceuticals, Inc. ",,,,,,,,1935,www.acurapharm.com,United States,"Headquarters
616 N. North Court
Suite 120 
Palatine, Illinois    60067
United States
Main Phone: 847-705-7709
Main Fax: 847-705-5399","Acura Pharmaceuticals, Inc., a specialty pharmaceutical company, researches, develops, and commercializes products to address medication abuse and misuse utilizing its proprietary Aversion and Impede technologies.",Pharmaceuticals
ACXM,NasdaqGS,纳斯达克全球精选,"ACXM,XIM",NasdaqGS:ACXM, DB:XIM,,,-,Acxiom Corporation ,,,,,,,,1969,www.acxiom.com,United States,"Headquarters
601 East Third Street
PO Box 8180 
Little Rock, Arkansas    72201
United States
Main Phone: 501-342-1000","Acxiom Corporation operates as an enterprise data, analytics, and software-as-a-service company in the United States, Europe, South America, and the Asia-Pacific.",IT Consulting and Other Services
ADMS,NasdaqGM,纳斯达克全球市场,"ADMS,136",NasdaqGM:ADMS, DB:136,,,-,"Adamas Pharmaceuticals, Inc. ",,,,,,,,2000,www.adamaspharma.com,United States,"Headquarters
2200 Powell Street
Suite 220 
Emeryville, California    94608
United States
Main Phone: 510-450-3500
Main Fax: 510-428-0519","Adamas Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on the development and commercialization of therapeutics targeting chronic disorders of the central nervous systems in the United States.",Biotechnology
ADMP,NasdaqCM,纳斯达克资本市场,ADMP,NasdaqCM:ADMP,,,,-,Adamis Pharmaceuticals Corporation ,,,,,,,,-,www.adamispharmaceuticals.com,United States,"Headquarters
11682 El Camino Real
Suite 300 
San Diego, California    92130
United States
Main Phone: 858-997-2400","Adamis Pharmaceuticals Corporation, a biopharmaceutical company, is engaged in the development and commercialization of specialty pharmaceutical and biotechnology products in the therapeutic areas of respiratory disease, allergies, oncology, and immunology.",Pharmaceuticals
ADUS,NasdaqGS,纳斯达克全球精选,"ADUS,A41",NasdaqGS:ADUS, DB:A41,,,-,Addus HomeCare Corporation ,,,,,,,,1979,www.addus.com ,United States,"Headquarters
2401 South Plum Grove Road 
Palatine, Illinois    60067
United States
Main Phone: 847-303-5300",Addus HomeCare Corporation provides home and community based services to older adults and younger disabled persons in the United States.,Healthcare Services
AEY,NasdaqGM,纳斯达克全球市场,AEY,NasdaqGM:AEY,,,,-,ADDvantage Technologies Group Inc. ,,,,,,,,1989,www.addvantagetech.com,United States,"Headquarters
1221 East Houston Street 
Broken Arrow, Oklahoma    74012
United States
Main Phone: 918-251-9121
Main Fax: 918-251-0792","ADDvantage Technologies Group, Inc. distributes and services a line of electronics and hardware products for the cable television industry.",Technology Distributors
ADEP,NasdaqCM,纳斯达克资本市场,"ADEP,AYLA",NasdaqCM:ADEP, DB:AYLA,,,-,Adept Technology Inc. ,,,,,,,,1983,www.adept.com,United States,"Headquarters
5960 Inglewood Drive 
Pleasanton, California    94588
United States
Main Phone: 925-245-3400
Main Fax: 925-960-0590","Adept Technology, Inc., together with its subsidiaries, designs, manufactures, and sells industrial and mobile robots for semiconductor, warehouse, logistics, food, and small parts flexible manufacturing markets worldwide.",Industrial Machinery
ADBE,NasdaqGS,纳斯达克全球精选,"ADBE,ADB",NasdaqGS:ADBE, DB:ADB,,,-,Adobe Systems Inc. ,,,,,,,,1982,www.adobe.com,United States,"Headquarters
345 Park Avenue 
San Jose, California    95110
United States
Main Phone: 408-536-6000
Main Fax: 408-537-6000",Adobe Systems Incorporated operates as a diversified software company worldwide.,Application Software
ADTN,NasdaqGS,纳斯达克全球精选,"ADTN,ATN",NasdaqGS:ADTN, DB:ATN,,,-,ADTRAN Inc. ,,,,,,,,1985,www.adtran.com,United States,"Headquarters
901 Explorer Boulevard 
Huntsville, Alabama    35806
United States
Main Phone: 256-963-8000
Main Fax: 256-963-6300
Other Phone: 800-923-8726","ADTRAN, Inc. manufactures and sells networking and communications equipment worldwide.",Communications Equipment
ADES,NasdaqCM,纳斯达克资本市场,"ADES,OXQ1",NasdaqCM:ADES, BST:OXQ1,,,-,"Advanced Emissions Solutions, Inc. ",,,,,,,,1996,www.adaes.com,United States,"Headquarters
9135 South Ridgeline Boulevard
Suite 200 
Highlands Ranch, Colorado    80129
United States
Main Phone: 303-734-1727
Main Fax: 303-734-0330
Other Phone: 888-822-8617","Advanced Emissions Solutions, Inc., together with its subsidiaries, provides environmental technologies and specialty chemicals to the coal-burning electric power generation industry primarily in the United States.",Specialty Chemicals
AEIS,NasdaqGS,纳斯达克全球精选,"AEIS,AVX",NasdaqGS:AEIS, DB:AVX,,,-,"Advanced Energy Industries, Inc. ",,,,,,,,1981,www.advanced-energy.com,United States,"Headquarters
1625 Sharp Point Drive 
Fort Collins, Colorado    80525
United States
Main Phone: 970-221-4670
Main Fax: 970-407-5296
Other Phone: 800-446-9167","Advanced Energy Industries, Inc., together with its subsidiaries, designs, manufactures, sells, and supports power conversion products that transform power into various usable forms.",Semiconductor Equipment
ADXS,NasdaqCM,纳斯达克资本市场,ADXS,NasdaqCM:ADXS,,,,-,"Advaxis, Inc. ",,,,,,,,2002,www.advaxis.com,United States,"Headquarters
305 College Road East 
Princeton, New Jersey    08540
United States
Main Phone: 609-452-9813
Main Fax: 609-452-9818","Advaxis, Inc., a clinical development stage biotechnology company, focuses on developing immunotherapies for cancer and infectious diseases.",Biotechnology
ADVS,NasdaqGS,纳斯达克全球精选,"ADVS,AXQ",NasdaqGS:ADVS, DB:AXQ,,,-,"Advent Software, Inc. ",,,,,,,,1983,www.advent.com,United States,"Headquarters
600 Townsend Street
5th Floor 
San Francisco, California    94103
United States
Main Phone: 415-543-7696
Main Fax: 415-543-5070","Advent Software, Inc. provides software products and services for automating and integrating data and work flows across the investment management organization, as well as between the investment management organization and external parties worldwide.",Application Software
MULT,NasdaqGM,纳斯达克全球市场,MULT,NasdaqGM:MULT,,,,-,AdvisorShares Trust - AdvisorShares Sunrise Global Multi-Strategy ETF ,,,,,,,,2014,advisorshares.com/fund/mult,United States,"Headquarters
3 Bethesda Metro Center
Suite 700 
Bethesda, Maryland    20814
United States
Main Phone: 202-684-6383","AdvisorShares Trust - AdvisorShares Sunrise Global Multi-Strategy ETF is an exchange traded fund launched and managed by AdvisorShares Investments, LLC. The fund is co-managed by Sunrise Capital Partners, LLC. It invests in the public equity, fixed income, and currency markets across the globe.",Asset Management and Custody Banks
YPRO,NasdaqGM,纳斯达克全球市场,YPRO,NasdaqGM:YPRO,,,,-,AdvisorShares Trust - AdvisorShares YieldPro ETF ,,,,,,,,2014,www.advisorshares.com/fund/ypro,United States,"Headquarters
3 Bethesda Metro Center
Suite 700 
Bethesda, Maryland    20814
United States
Main Phone: 202-684-6383","AdvisorShares Trust - AdvisorShares YieldPro ETF is an exchange traded fund of fund launched and managed by AdvisorShares Investments, LLC. The fund is co-managed by The Elements Financial Group, LLC. The fund invests in funds that invest in fixed income markets across the globe.",Asset Management and Custody Banks
AEGR,NasdaqGS,纳斯达克全球精选,"AEGR,KYE",NasdaqGS:AEGR, DB:KYE,,,-,"Aegerion Pharmaceuticals, Inc. ",,,,,,,,2005,www.aegerion.com,United States,"Headquarters
101 Main Street
Suite 1850 
Cambridge, Massachusetts    02142
United States
Main Phone: 617-500-7867
Main Fax: 617-945-7968
Other Phone: 855-305-2347","Aegerion Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes therapies for patients with debilitating rare diseases in the United States.",Biotechnology
AEGN,NasdaqGS,纳斯达克全球精选,AEGN,NasdaqGS:AEGN,,,,-,Aegion Corporation ,,,,,,,,1980,www.aegion.com,United States,"Headquarters
17988 Edison Avenue 
St. Louis, Missouri    63005
United States
Main Phone: 636-530-8000
Main Fax: 636-519-8010
Other Phone: 800-325-1159","Aegion Corporation is engaged in the research and development, manufacture, installation, coating and insulation, cathodic protection, distribution, and licensing of proprietary technologies and services for the protection and maintenance of infrastructure worldwide.",Construction and Engineering
AEHR,NasdaqCM,纳斯达克资本市场,AEHR,NasdaqCM:AEHR,,,,-,Aehr Test Systems ,,,,,,,,1977,www.aehr.com,United States,"Headquarters
400 Kato Terrace 
Fremont, California    94539
United States
Main Phone: 510-623-9400
Main Fax: 510-623-9450","Aehr Test Systems designs, engineers, develops, manufactures, and sells test and burn-in equipment used in the semiconductor industry worldwide.",Semiconductor Equipment
AMTX,NasdaqGM,纳斯达克全球市场,AMTX,NasdaqGM:AMTX,,,,-,"Aemetis, Inc. ",,,,,,,,2005,www.aemetis.com,United States,"Headquarters
20400 Stevens Creek Boulevard
Suite 700 
Cupertino, California    95014
United States
Main Phone: 408-213-0940
Main Fax: 408-252-8044","Aemetis, Inc. operates as an international renewable fuels and specialty chemical company focused on the production of advanced fuels and chemicals, as well as the acquisition, development, and commercialization of innovative technologies that replace traditional petroleum-based products and convert first-generation ethanol and biodiesel plants into advanced biorefineries.",Oil and Gas Refining and Marketing
AEPI,NasdaqGS,纳斯达克全球精选,AEPI,NasdaqGS:AEPI,,,,-,AEP Industries Inc. ,,,,,,,,1970,www.aepinc.com,United States,"Headquarters
95 Chestnut Ridge Road 
Montvale, New Jersey    07645
United States
Main Phone: 201-641-6600
Other Phone: 800-999-2374",AEP Industries Inc. manufactures and markets plastic packaging films in North America.,Metal and Glass Containers
AERI,NasdaqGM,纳斯达克全球市场,"AERI,0P0",NasdaqGM:AERI, DB:0P0,,,-,"Aerie Pharmaceuticals, Inc. ",,,,,,,,2005,www.aeriepharma.com,United States,"Headquarters
135 US Highway 206
Suite 15 
Bedminster, New Jersey    07921
United States
Main Phone: 908-470-4320
Main Fax: 908-470-4329","Aerie Pharmaceuticals, Inc., a clinical-stage pharmaceutical company, is focused on the discovery, development, and commercialization of first-in-class glaucoma therapies.",Pharmaceuticals
AVAV,NasdaqGS,纳斯达克全球精选,"AVAV,JPX",NasdaqGS:AVAV, DB:JPX,,,-,"AeroVironment, Inc. ",,,,,,,,1971,www.avinc.com,United States,"Headquarters
181 West Huntington Drive
Suite 202 
Monrovia, California    91016
United States
Main Phone: 626-357-9983
Main Fax: 626-359-9628","AeroVironment, Inc. designs, develops, produces, supports, and operates unmanned aircraft systems (UAS), tactical missile systems, and efficient energy systems in the United States and internationally.",Aerospace and Defense
AEZ,-,-,"AEZ,AEZS,ET81",TSX:AEZ, NasdaqCM:AEZS, DB:ET81,,-,Aeterna Zentaris Inc. ,,,,,,,,1991,www.aezsinc.com,Canada,"Headquarters
1405 du Parc-Technologique Boulevard 
Quebec City, Quebec    G1P 4P5
Canada
Main Phone: 418-652-8525
Main Fax: 418-948-9191","Aeterna Zentaris Inc., a specialty biopharmaceutical company, is focused on developing and commercializing novel treatments in oncology and endocrinology.",Biotechnology
ATRM,NasdaqCM,纳斯达克资本市场,ATRM,NasdaqCM:ATRM,,,,-,Aetrium Inc. ,,,,,,,,1982,www.aetrium.com,United States,"Headquarters
2350 Helen Street 
North Saint Paul, Minnesota    55109
United States
Main Phone: 651-770-2000
Main Fax: 651-770-7975","Aetrium Incorporated designs, manufactures, and markets various electromechanical equipment used in handling and testing integrated circuits (ICs).",Semiconductor Equipment
