Africa/Middle East;非洲及中东;Bahrain;巴林;;;
Asia / Pacific;亚太地区;Georgia;格鲁吉亚;Georgia;;
Asia / Pacific;亚太地区;Iran;伊朗;Iran;;
Asia / Pacific;亚太地区;Kazakhstan;哈萨克斯坦;Kazakhstan;;
Asia / Pacific;亚太地区;Kyrgyzstan;吉尔吉斯斯坦;Kyrgyzstan;;
Asia / Pacific;亚太地区;Tajikistan;塔吉克斯坦;Tajikistan;;
Asia / Pacific;亚太地区;Turkmenistan;土库曼斯坦;Turkmenistan;;
Asia / Pacific;亚太地区;Uzbekistan;乌兹别克斯坦;Uzbekistan;;
Asia / Pacific;亚太地区;China;中国大陆;Anhui Province;安徽;
Asia / Pacific;亚太地区;China;中国大陆;Beijing Province;北京;
Asia / Pacific;亚太地区;China;中国大陆;Chongqing Province;重庆;
Asia / Pacific;亚太地区;China;中国大陆;Fujian Province;福建;
Asia / Pacific;亚太地区;China;中国大陆;Gansu Province;甘肃;
Asia / Pacific;亚太地区;China;中国大陆;Guangdong Province;广东;
Asia / Pacific;亚太地区;China;中国大陆;Guangxi Zhuang Province;广西;
Asia / Pacific;亚太地区;China;中国大陆;Guizhou Province;贵州;
Asia / Pacific;亚太地区;China;中国大陆;Hainan Province;海南;
Asia / Pacific;亚太地区;China;中国大陆;Hebei Province;河北;
Asia / Pacific;亚太地区;China;中国大陆;Heilongjiang Province;黑龙江;
Asia / Pacific;亚太地区;China;中国大陆;Henan Province;河南;
Asia / Pacific;亚太地区;China;中国大陆;Hubei Province;河北;
Asia / Pacific;亚太地区;China;中国大陆;Hunan Province;湖南;
Asia / Pacific;亚太地区;China;中国大陆;Inner Mongolia Province;内蒙古;
Asia / Pacific;亚太地区;China;中国大陆;Jiangsu Province;江苏;
Asia / Pacific;亚太地区;China;中国大陆;Jiangxi Province;江西;
Asia / Pacific;亚太地区;China;中国大陆;Jilin Province;吉林;
Asia / Pacific;亚太地区;China;中国大陆;Lianoning Province;辽宁;
Asia / Pacific;亚太地区;China;中国大陆;Ningxia Hui Province;宁夏;
Asia / Pacific;亚太地区;China;中国大陆;Qinghai Province;青海;
Asia / Pacific;亚太地区;China;中国大陆;Shaanxi Province;陕西;
Asia / Pacific;亚太地区;China;中国大陆;Shandong Province;山东;
Asia / Pacific;亚太地区;China;中国大陆;Shanghai Province;上海;
Asia / Pacific;亚太地区;China;中国大陆;Shanxi Province;山西;
Asia / Pacific;亚太地区;China;中国大陆;Sichuan Province;四川;
Asia / Pacific;亚太地区;China;中国大陆;Tianjin Province;天津;
Asia / Pacific;亚太地区;China;中国大陆;Xinjiang Uygur Province;新疆维吾尔自治区;
Asia / Pacific;亚太地区;China;中国大陆;Xisang Province;西藏;
Asia / Pacific;亚太地区;China;中国大陆;Yunnan Province;云南;
Asia / Pacific;亚太地区;China;中国大陆;Zhejiang Province;浙江;
Asia / Pacific;亚太地区;Korea, North;朝鲜;Chagang Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;Kangwon Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;North Hamgyong Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;North Hwanghae Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;North P'yongan Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;South Hamgyong Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;South Hwanghae Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;South P'yongan Province;;
Asia / Pacific;亚太地区;Korea, North;朝鲜;Yanggang Province;;
Asia / Pacific;亚太地区;Macau;中国澳门;;;
Asia / Pacific;亚太地区;Mongolia;蒙古;;;
Asia / Pacific;亚太地区;Taiwan;台湾;;;
Asia / Pacific;亚太地区;Bangladesh;孟加拉国;;;
Asia / Pacific;亚太地区;Bhutan;不丹;;;
Asia / Pacific;亚太地区;India;印度;Andaman and Nicobar Islands;;
Asia / Pacific;亚太地区;India;印度;Andhra Pradesh;;
Asia / Pacific;亚太地区;India;印度;Arunachal Pradesh;;
Asia / Pacific;亚太地区;India;印度;Assam;;
Asia / Pacific;亚太地区;India;印度;Bihar;;
Asia / Pacific;亚太地区;India;印度;Chandigarh;;
Asia / Pacific;亚太地区;India;印度;Chhattisgarh;;
Asia / Pacific;亚太地区;India;印度;Dadra and Nagar Haveli;;
Asia / Pacific;亚太地区;India;印度;Daman and Diu;;
Asia / Pacific;亚太地区;India;印度;Delhi;;
Asia / Pacific;亚太地区;India;印度;Goa;;
Asia / Pacific;亚太地区;India;印度;Gujarat;;
Asia / Pacific;亚太地区;India;印度;Haryana;;
Asia / Pacific;亚太地区;India;印度;Himachal Pradesh;;
Asia / Pacific;亚太地区;India;印度;Jammu and Kashmir;;
Asia / Pacific;亚太地区;India;印度;Jharkhand;;
Asia / Pacific;亚太地区;India;印度;Karnataka;;
Asia / Pacific;亚太地区;India;印度;Kerala;;
Asia / Pacific;亚太地区;India;印度;Lakshadweep;;
Asia / Pacific;亚太地区;India;印度;Madhya Pradesh;;
Asia / Pacific;亚太地区;India;印度;Maharashtra;;
Asia / Pacific;亚太地区;India;印度;Manipur;;
Asia / Pacific;亚太地区;India;印度;Meghalaya;;
Asia / Pacific;亚太地区;India;印度;Mizoram;;
Asia / Pacific;亚太地区;India;印度;Nagaland;;
Asia / Pacific;亚太地区;India;印度;Orissa;;
Asia / Pacific;亚太地区;India;印度;Pondicherry;;
Asia / Pacific;亚太地区;India;印度;Punjab;;
Asia / Pacific;亚太地区;India;印度;Rajasthan;;
Asia / Pacific;亚太地区;India;印度;Sikkim;;
Asia / Pacific;亚太地区;India;印度;Tamil Nadu;;
Asia / Pacific;亚太地区;India;印度;Tripura;;
Asia / Pacific;亚太地区;India;印度;Uttar Pradesh;;
Asia / Pacific;亚太地区;India;印度;Uttaranchal;;
Asia / Pacific;亚太地区;India;印度;West Bengal;;
Asia / Pacific;亚太地区;Maldives;马尔代夫;;;
Asia / Pacific;亚太地区;Myanmar;缅甸;;;
Asia / Pacific;亚太地区;Nepal;尼泊尔;;;
Asia / Pacific;亚太地区;Pakistan;巴基斯坦;;;
Asia / Pacific;亚太地区;Sri Lanka;斯里兰卡;;;
Asia / Pacific;亚太地区;Sri Lanka;斯里兰卡;;;
Asia / Pacific;亚太地区;Cook Islands ;库克群岛;;;
Asia / Pacific;亚太地区;Fiji;斐济;;;
Asia / Pacific;亚太地区;French Polynesia;法属玻利尼西亚;;;
Asia / Pacific;亚太地区;Kiribati;基里巴斯;;;
Asia / Pacific;亚太地区;Nauru;瑙鲁;;;
Asia / Pacific;亚太地区;New Caledonia;新喀里多尼亚;;;
Asia / Pacific;亚太地区;Papua New Guinea;巴布亚新几内亚;;;
Asia / Pacific;亚太地区;Solomon Islands;所罗门群岛;;;
Asia / Pacific;亚太地区;Tonga;汤加;;;
Asia / Pacific;亚太地区;Tuvalu;图瓦卢;;;
Asia / Pacific;亚太地区;Vanuatu;瓦努阿图;;;
Asia / Pacific;亚太地区;Western Samoa;萨摩亚;;;
Asia / Pacific;亚太地区;Western Samoa;萨摩亚;;;
Asia / Pacific;亚太地区;Brunei;文莱;;;
Asia / Pacific;亚太地区;Cambodia;柬埔寨;;;
Asia / Pacific;亚太地区;East Timor;东帝汶;;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Aceh;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Bali;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Bangka-Belitung;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Banten;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Bengkulu;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Gorontalo;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Irian Jaya;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Jakarta Raya;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Jambi;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Jawa Barat;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Jawa Tengah;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Jawa Timur;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Kalimantan Barat;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Kalimantan Selatan;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Kalimantan Tengah;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Kalimantan Timur;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Lampung;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Maluku;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Maluku Utara;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Nusa Tenggara Barat;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Nusa Tenggara Timur;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Riau;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sulawesi Selatan;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sulawesi Tengah;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sulawesi Tenggara;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sulawesi Utara;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sumtera Barat;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sumtera Selatan;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Sumtera Utara;;
Asia / Pacific;亚太地区;Indonesia;印度尼西亚;Yogyakarta;;
Asia / Pacific;亚太地区;Laos;老挝;;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Johor;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Kedah;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Kelantan;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Labuan;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Melaka;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Negeri Sembilan;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Pahang;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Palau Pinang;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Perak;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Perlis;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Sabah;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Sarawak;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Selangor;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Terengganu;;
Asia / Pacific;亚太地区;Malaysia;马来西亚;Wilayah Persekutuan;;
Asia / Pacific;亚太地区;Philippines;菲律宾;;;
Asia / Pacific;亚太地区;Thailand;泰国;;;
Asia / Pacific;亚太地区;Vietnam;越南;;;
Europe;欧洲;Andorra;安道尔;;;
Europe;欧洲;Austria;奥地利;;;
Europe;欧洲;Belgium;比利时;;;
Europe;欧洲;Guernsey;英属格恩西岛;Guernsey;;
Europe;欧洲;Jersey;英属泽西岛;Jersey;;
Europe;欧洲;Cyprus;塞浦路斯;;;
Europe;欧洲;Denmark;丹麦;;;
Europe;欧洲;Finland;芬兰;;;
Europe;欧洲;France;法国;;;
Europe;欧洲;Germany;德国;;;
Europe;欧洲;Gibraltar;直布罗陀;;;
Europe;欧洲;Greece;希腊;;;
Europe;欧洲;Greenland;格陵兰;;;
Europe;欧洲;Iceland;冰岛;;;
Europe;欧洲;Ireland;爱尔兰;Co. Carlow;;
Europe;欧洲;Ireland;爱尔兰;Co. Cavan;;
Europe;欧洲;Ireland;爱尔兰;Co. Clare;;
Europe;欧洲;Ireland;爱尔兰;Co. Cork;;
Europe;欧洲;Ireland;爱尔兰;Co. Donegal;;
Europe;欧洲;Ireland;爱尔兰;Co. Dublin;;
Europe;欧洲;Ireland;爱尔兰;Co. Galway;;
Europe;欧洲;Ireland;爱尔兰;Co. Kerry;;
Europe;欧洲;Ireland;爱尔兰;Co. Kildare;;
Europe;欧洲;Ireland;爱尔兰;Co. Kilkenny;;
Europe;欧洲;Ireland;爱尔兰;Co. Leitrim;;
Europe;欧洲;Ireland;爱尔兰;Co. Limerick;;
Europe;欧洲;Ireland;爱尔兰;Co. Longford;;
Europe;欧洲;Ireland;爱尔兰;Co. Louth;;
Europe;欧洲;Ireland;爱尔兰;Co. Mayo;;
Europe;欧洲;Ireland;爱尔兰;Co. Meath;;
Europe;欧洲;Ireland;爱尔兰;Co. Monaghan;;
Europe;欧洲;Ireland;爱尔兰;Co. Offaly;;
Europe;欧洲;Ireland;爱尔兰;Co. Roscommon;;
Europe;欧洲;Ireland;爱尔兰;Co. Sligo;;
Europe;欧洲;Ireland;爱尔兰;Co. Tipperary;;
Europe;欧洲;Ireland;爱尔兰;Co. Waterford;;
Europe;欧洲;Ireland;爱尔兰;Co. Westmeath;;
Europe;欧洲;Ireland;爱尔兰;Co. Wexford;;
Europe;欧洲;Ireland;爱尔兰;Co. Wicklow;;
Europe;欧洲;Italy;意大利;Agrigento;;
Europe;欧洲;Italy;意大利;Alessandria;;
Europe;欧洲;Italy;意大利;Ancona;;
Europe;欧洲;Italy;意大利;Aosta;;
Europe;欧洲;Italy;意大利;Arezzo;;
Europe;欧洲;Italy;意大利;Ascoli Piceno;;
Europe;欧洲;Italy;意大利;Asti;;
Europe;欧洲;Italy;意大利;Avellino;;
Europe;欧洲;Italy;意大利;Bari;;
Europe;欧洲;Italy;意大利;Belluno;;
Europe;欧洲;Italy;意大利;Benevento;;
Europe;欧洲;Italy;意大利;Bergamo;;
Europe;欧洲;Italy;意大利;Biella;;
Europe;欧洲;Italy;意大利;Bologna;;
Europe;欧洲;Italy;意大利;Bolzano;;
Europe;欧洲;Italy;意大利;Brescia;;
Europe;欧洲;Italy;意大利;Brindisi;;
Europe;欧洲;Italy;意大利;Cagliari;;
Europe;欧洲;Italy;意大利;Caltanissetta;;
Europe;欧洲;Italy;意大利;Campobasso;;
Europe;欧洲;Italy;意大利;Caserta;;
Europe;欧洲;Italy;意大利;Catania;;
Europe;欧洲;Italy;意大利;Catanzaro;;
Europe;欧洲;Italy;意大利;Chieti;;
Europe;欧洲;Italy;意大利;Como;;
Europe;欧洲;Italy;意大利;Cosenza;;
Europe;欧洲;Italy;意大利;Cremona;;
Europe;欧洲;Italy;意大利;Crotone;;
Europe;欧洲;Italy;意大利;Cuneo;;
Europe;欧洲;Italy;意大利;Enna;;
Europe;欧洲;Italy;意大利;Ferrara;;
Europe;欧洲;Italy;意大利;Florence;;
Europe;欧洲;Italy;意大利;Foggia;;
Europe;欧洲;Italy;意大利;Forli;;
Europe;欧洲;Italy;意大利;Frosinone;;
Europe;欧洲;Italy;意大利;Genoa;;
Europe;欧洲;Italy;意大利;Gorizia;;
Europe;欧洲;Italy;意大利;Grosseto;;
Europe;欧洲;Italy;意大利;Imperia;;
Europe;欧洲;Italy;意大利;Insernia;;
Europe;欧洲;Italy;意大利;L'Aquila;;
Europe;欧洲;Italy;意大利;La Spezia;;
Europe;欧洲;Italy;意大利;Latina;;
Europe;欧洲;Italy;意大利;Lecce;;
Europe;欧洲;Italy;意大利;Livorno;;
Europe;欧洲;Italy;意大利;Lodi;;
Europe;欧洲;Italy;意大利;Lucca;;
Europe;欧洲;Italy;意大利;Macerata;;
Europe;欧洲;Italy;意大利;Mantova;;
Europe;欧洲;Italy;意大利;Massa Carrara;;
Europe;欧洲;Italy;意大利;Matera;;
Europe;欧洲;Italy;意大利;Messina;;
Europe;欧洲;Italy;意大利;Milan;;
Europe;欧洲;Italy;意大利;Modena;;
Europe;欧洲;Italy;意大利;Naples;;
Europe;欧洲;Italy;意大利;Novara;;
Europe;欧洲;Italy;意大利;Nuoro;;
Europe;欧洲;Italy;意大利;Oristano;;
Europe;欧洲;Italy;意大利;Padova;;
Europe;欧洲;Italy;意大利;Palermo;;
Europe;欧洲;Italy;意大利;Parma;;
Europe;欧洲;Italy;意大利;Pavia;;
Europe;欧洲;Italy;意大利;Perugia;;
Europe;欧洲;Italy;意大利;Pesaro;;
Europe;欧洲;Italy;意大利;Pescara;;
Europe;欧洲;Italy;意大利;Piacenza;;
Europe;欧洲;Italy;意大利;Pisa;;
Europe;欧洲;Italy;意大利;Pistoia;;
Europe;欧洲;Italy;意大利;Pordenone;;
Europe;欧洲;Italy;意大利;Potenza;;
Europe;欧洲;Italy;意大利;Prato;;
Europe;欧洲;Italy;意大利;Ragusa;;
Europe;欧洲;Italy;意大利;Ravenna;;
Europe;欧洲;Italy;意大利;Reggio Calabria;;
Europe;欧洲;Italy;意大利;Reggio Emilia;;
Europe;欧洲;Italy;意大利;Rieti;;
Europe;欧洲;Italy;意大利;Rimini;;
Europe;欧洲;Italy;意大利;Rome;;
Europe;欧洲;Italy;意大利;Rovigo;;
Europe;欧洲;Italy;意大利;Salerno;;
Europe;欧洲;Italy;意大利;Sassari;;
Europe;欧洲;Italy;意大利;Savona;;
Europe;欧洲;Italy;意大利;Siena;;
Europe;欧洲;Italy;意大利;Siracusa;;
Europe;欧洲;Italy;意大利;Sondrio;;
Europe;欧洲;Italy;意大利;Taranto;;
Europe;欧洲;Italy;意大利;Teramo;;
Europe;欧洲;Italy;意大利;Terni;;
Europe;欧洲;Italy;意大利;Trapani;;
Europe;欧洲;Italy;意大利;Trento;;
Europe;欧洲;Italy;意大利;Treviso;;
Europe;欧洲;Italy;意大利;Trieste;;
Europe;欧洲;Italy;意大利;Turin;;
Europe;欧洲;Italy;意大利;Udine;;
Europe;欧洲;Italy;意大利;Varese;;
Europe;欧洲;Italy;意大利;Venice;;
Europe;欧洲;Italy;意大利;Verbania;;
Europe;欧洲;Italy;意大利;Vercelli;;
Europe;欧洲;Italy;意大利;Verona;;
Europe;欧洲;Italy;意大利;Vibo Valentia;;
Europe;欧洲;Italy;意大利;Vicenza;;
Europe;欧洲;Italy;意大利;Viterbo;;
Europe;欧洲;Liechtenstein;列支敦士登;Viterbo;;
Europe;欧洲;Luxembourg;卢森堡;Viterbo;;
Europe;欧洲;Monaco;摩纳哥;Viterbo;;
Europe;欧洲;Netherlands;荷兰;Viterbo;;
Europe;欧洲;Norway;挪威;Viterbo;;
Europe;欧洲;Portugal;葡萄牙;Viterbo;;
Europe;欧洲;San Marino;圣马力诺;Viterbo;;
Europe;欧洲;Spain;西班牙;Andalucia;;
Europe;欧洲;Spain;西班牙;Aragon;;
Europe;欧洲;Spain;西班牙;Asturias;;
Europe;欧洲;Spain;西班牙;Baleares (Balearic Islands);;
Europe;欧洲;Spain;西班牙;Canarias (Canary Islands);;
Europe;欧洲;Spain;西班牙;Cantabria;;
Europe;欧洲;Spain;西班牙;Castilla y Leon;;
Europe;欧洲;Spain;西班牙;Castilla-La Mancha;;
Europe;欧洲;Spain;西班牙;Catalunya;;
Europe;欧洲;Spain;西班牙;Communidad Valenciana;;
Europe;欧洲;Spain;西班牙;Extremadura;;
Europe;欧洲;Spain;西班牙;Galicia;;
Europe;欧洲;Spain;西班牙;La Rioja;;
Europe;欧洲;Spain;西班牙;Madrid;;
Europe;欧洲;Spain;西班牙;Murcia;;
Europe;欧洲;Spain;西班牙;Navarra;;
Europe;欧洲;Spain;西班牙;Pais Vasco (Basque Country);;
Europe;欧洲;Sweden;瑞典;;;
Europe;欧洲;Switzerland;瑞士;;;
Europe;欧洲;United Kingdom;英国;;;
