VLCCF,NASDAQ,纳斯达克市场,VLCCF,NASDAQ:VLCCF,,,,,Knightsbridge Shipping Limited,,,,,,,,1996,www.knightsbridgeshipping.com,Bermuda,"Par-la-Ville Place, 14 Par-la-Ville Road, P. O. Box HM 1593, Hamilton  HM 08, Bermuda","Knightsbridge Shipping Limited, a shipping company, engages in the seaborne transportation of dry bulk cargoes worldwide. As of October 7, 2014, it owned and operated a fleet of 27 Capesize dry bulk carriers. The company was formerly known as Knightsbridge Tankers Limited and changed its name to Knightsbridge Shipping Limited in October 2014. Knightsbridge Shipping Limited was founded in 1996 and is based in Hamilton, Bermuda.",Marine
VSLR,NYSE,纽交所,VSLR,NYSE:VSLR,,,,,"Vivint Solar, Inc.",,,,,,,,2011,www.vivintsolar.com,United States,"4931 North 300 West, Provo, Utah, 84604, United States","Vivint Solar, Inc. provides distributed solar energy to residential customers in Arizona, California, Hawaii, Maryland, Massachusetts, New Jersey, and New York. It installs and owns solar energy systems through long-term customer contracts. The company also offers photovoltaic installation software products and devices. As of June 30, 2014, its solar energy systems had a cumulative capacity of 129.7 megawatts covering approximately 21,900 homes in 7 states. The company was formerly known as V Solar Holdings, Inc. and changed its name to Vivint Solar, Inc. in April 2014. Vivint Solar, Inc. was founded in 2011 and is headquartered in Provo, Utah. Vivint Solar, Inc. was formerly a subsidiary of Vivint, Inc.",Renewable Electricity
CALA,NASDAQ,纳斯达克市场,CALA,NASDAQ:CALA,,,,,"Calithera Biosciences, Inc.",,,,,,,,2010,www.calithera.com,United States,"343 Oyster Point Boulevard, Suite 200, South San Francisco, California, 94080, United States","Calithera Biosciences, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing small molecule drugs directed against tumor metabolism and tumor immunology targets for the treatment of cancer. Its lead product candidate includes CB-839, an inhibitor of glutaminase, which is in three Phase I clinical trials for the treatment of patients with solid tumors, leukemias, lymphomas, and multiple myeloma. The company was founded in 2010 and is headquartered in South San Francisco, California.",Biotechnology
RWLK,NASDAQ,纳斯达克市场,RWLK,NASDAQ:RWLK,,,,,ReWalk Robotics Ltd.,,,,,,,,2001,www.rewalk.com,Israel,"Kochav Yokneam Building, 6th Floor, PO Box 161, Yokneam Ilit  20692, Israel","ReWalk Robotics Ltd. designs, develops, and commercializes exoskeletons for wheelchair-bound individuals. The company offers ReWalk Personal for everyday use to individuals at home and in their communities; and ReWalk Rehabilitation for exercise and therapy to individuals with lower limb disabilities in the clinical rehabilitation environment. It is also developing ReWalk–Q for individuals with quadriplegia. ReWalk Robotics Ltd. markets and sells its products directly to institutions and individuals in Germany and the United States, as well as through third-party distributors in other markets. The company was formerly known as Argo Medical Technologies Ltd. ReWalk Robotics Ltd. was founded in 2001 and is headquartered in Yokneam Ilit, Israel.",Healthcare Equipment
GRH,AMEX,全美证交所,GRH-C,AMEX:GRH-C,,,,,"GreenHunter Resources, Inc.",,,,,,,,-,www.greenhunterenergy.com,United States,"1048 Texan Trail, Grapevine, Texas, 76051, United States","GreenHunter Resources, Inc., an environmental services company, provides water management solutions in the United States. It offers Total Water Management Solutions to the oilfield, including unconventional oil and natural gas shale resource plays. The company provides hydraulic fracturing services, as well as fluids handling, hauling, and barging services. It also sells and rents equipment and tanks, such as frac tanks, as well as MAG tank, a modular above-ground storage tank system; and owns, develops, and operates commercial salt water disposal wells (SWD) for the injection of brine and other fluids related to oil and gas production. As of December 31, 2013, the company operated 12 SWD wells in Appalachia, South Texas, and Oklahoma shale areas. In addition, it provides Frac-Cycle water treatment services; and RAMCAT (remote access management compliance asset tracking), a well-head management system and compliance tool to offer a method for remote activity observation via a Web-based portal for management of well-head fluids. The company was formerly known as GreenHunter Energy, Inc. and changed its name to GreenHunter Resources, Inc. in May 2013. GreenHunter Resources, Inc. is headquartered in Grapevine, Texas.",Oil and Gas Equipment and Services
EEH,AMEX,全美证交所,EEH,AMEX:EEH,,,,,ELEMENTS Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index,,,,,,,,2007,www.elementsetn.com/SPECTRUM-U.S.-ETN.aspx,Sweden,"Vastra Tradgardsgatan 11B, PO Box 16368, Stockholm, Stockholm County, 103 27, Sweden","ELEMENTS Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index is an exchange traded note launched by Swedish Export Credit Corporation. The note seeks to track the performance of the SPECTRUM Large Cap U.S. Sector Momentum Index. The Index represents the public equity markets of the United States. It tracks companies operating across diversified sectors. The Index seeks to track stocks of large-cap companies. The ETN will mature on August 8, 2022. ELEMENTS Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index was formed on August 1, 2007 and is domiciled in the United States.",Asset Management and Custody Banks
TEU,NYSE,纽交所,TEU-C,NYSE:TEU-C,,,,,Box Ships Inc.,,,,,,,,2010,www.box-ships.com,Greece,"15 Karamanli Avenue, Voula  16673, Greece","Box Ships Inc., a shipping company, is engaged in the seaborne transportation of containers worldwide. As of December 31, 2013, it had a fleet of 9 containerships with a total capacity of approximately 43,925 twenty-foot equivalent units. The company was founded in 2010 and is based in Voula, Greece.",Marine
VHUB,OTCMKTS,-,VHUB,OTCMKTS:VHUB,,,,,Vapor Hub International Inc.,,,,,,,,-,www.vapor-hub.com,United States,"67 West Easy Street, Unit 115, Simi Valley, California, 93065, United States","Vapor Hub International Inc., through its subsidiaries, designs, sources, markets, and sells smokeless electronic cigarettes. The company provides vaping devices, which are battery-powered electronic cigarette products that allow users to inhale water vapor instead of the smoke, ash, tar, and carbon monoxide. It also sells replacement parts, such as batteries, atomizers, refill cartridges and cartomizers, tanks, and e-liquids, as well as accessories, including charging devices, carrying cases, and branded apparels. The company distributes its products to the retail and wholesale customers through its Website and through its two retail locations in southern California. Vapor Hub International Inc. is based in Simi Valley, California.",Tobacco
GDP,NYSE,纽交所,GDP-C,NYSE:GDP-C,,,,,Goodrich Petroleum Corp.,,,,,,,,1995,www.goodrichpetroleum.com,United States,"801 Louisiana, Suite 700, Houston, Texas, 77002, United States","Goodrich Petroleum Corporation, an independent oil and natural gas company, is engaged in the exploration, development, and production of oil and natural gas. The company holds interest in the Eagle Ford Shale Trend located in South Texas; the Haynesville Shale and Cotton Valley Taylor Sand in northwest Louisiana and East Texas; and the Tuscaloosa Marine Shale located in southwest Mississippi and southeast Louisiana. It owns working interests in 436 producing oil and natural gas wells located in 44 fields in 8 states. As of December 31, 2013, the company had estimated proved reserves of approximately 452.2 billion cubic feet equivalent of natural gas, 6.3 million barrels of crude oil or other liquid hydrocarbons (MMBbls) of natural gas liquids, and 14.1 MMBbls of oil and condensate. Goodrich Petroleum Corporation was founded in 1995 and is headquartered in Houston, Texas.",Oil and Gas Exploration and Production
MILL,NYSE,纽交所,MILL-D,NYSE:MILL-D,,,,,"Miller Energy Resources, Inc.",,,,,,,,-,www.millerenergyresources.com,United States,"9721 Cogdill Road, Suite 302, Knoxville, Tennessee, 37932, United States","Miller Energy Resources, Inc., an independent exploration and production company, explores for, develops, and operates oil and gas wells in south-central Alaska and in the Appalachian region of east Tennessee. As of April 30, 2014, the company owned approximately 315,913 net acres of leasehold interests, exploration license rights to an additional 108,673 net acres, and interests in 12 crude oil and 11 natural gas wells in Alaska. It also owned approximately 37,999 net acres of leasehold interests with interest in 144 net producing oil wells and 117 net producing gas wells in the State of Tennessee. The company is headquartered in Knoxville, Tennessee.",Oil and Gas Exploration and Production
BCLI,NASDAQ,纳斯达克市场,BCLI,NASDAQ:BCLI,,,,,Brainstorm Cell Therapeutics Inc.,,,,,,,,2000,www.brainstorm-cell.com,United States,"605 Third Avenue, 34th Floor, New York, New York, 10158, United States","Brainstorm Cell Therapeutics Inc., a biotechnology company, develops adult stem cell therapies for neurodegenerative disorders, such as amyotrophic lateral sclerosis (ALS), Parkinson’s disease, and multiple sclerosis. It holds rights to develop and commercialize its NurOwn technology through a licensing agreement with Ramot of Tel Aviv University Ltd. The company’s NurOwn technology is based on a novel differentiation protocol, which induces differentiation of the bone marrow-derived mesenchymal stem cells into neuron-supporting cells and secreting cells that release various neurotrophic factors, including glial-derived neurotrophic factor and brain-derived neurotrophic factor, vascular endothelial growth factor, and hepatocyte growth factor for the growth, survival, and differentiation of developing neurons. It is developing NurOwn, an autologous adult stem cell product for the treatment of ALS. Brainstorm Cell Therapeutics Inc. also has agreements with Hadasit Medical Research Services and Development Ltd. to conduct its ALS clinical trials at the Hadassah Medical Center. The company was formerly known as Golden Hand Resources Inc. and changed its name to Brainstorm Cell Therapeutics Inc. in November 2004 to reflect its new line of business in development of novel cell therapies for neurodegenerative diseases. Brainstorm Cell Therapeutics was founded in 2000 and is based in New York, New York.",Biotechnology
MLPL,AMEX,全美证交所,MLPL,AMEX:MLPL,,,,,PT Multipolar Tbk,,,,,,,,-,www.multipolar.com,Indonesia,"BeritaSatu Plaza, 7th Floor, Jl. Jend. Gatot Subroto Kav. 35-36, Tangerang, Banten, 15811, Indonesia","PT Multipolar Tbk provides IT systems integration services in Indonesia and internationally. The company offers hardware and integration services comprising planning, design, build, implementation, and installation of IT hardware and network devices, such as network devices and peripherals, mainframe and enterprise servers, enterprise storage solutions, desktops and notebooks, printers and peripherals, and electronic and self service delivery devices. It also provides application system and implementation services relating to core banking and e-channel solutions, high availability solutions, enterprise business solutions, and business analytics and cloud solutions. In addition, the company offers IT consulting and professional services in the areas of IT governance, operations, projects, and continuity/business continuity; and business process managed services in the areas of business productivity, collaborations, and optimizations, as well as information management and enterprise risk management. The company is headquartered in Tangerang, Indonesia.",Department Stores
PRGNL,NASDAQ,纳斯达克市场,PRGNL,NASDAQ:PRGNL,,,,,Paragon Shipping Inc.,,,,,,,,2006,www.paragonship.com,Greece,"15 Karamanli Avenue, Voula  166 73, Greece","Paragon Shipping Inc. provides shipping transportation services worldwide. It is engaged in the ocean transportation of drybulk cargoes, including commodities, such as iron ore, coal, grain, and other materials. As of March 13, 2014, the company's fleet comprised 14 drybulk vessels, including Panamax, Supramax, and Handysize drybulk carriers with a total carrying capacity of 853,699 dwt. Paragon Shipping Inc. was founded in 2006 and is based in Voula, Greece.",Marine
KODK,NYSE,纽交所,KODK+A,NYSE:KODK+A,,,,,Eastman Kodak Co.,,,,,,,,1880,www.kodak.com,United States,"343 State Street, Rochester, New York, 14650, United States","Eastman Kodak Company, a technology company, provides products and services in entertainment imaging and commercial films worldwide. It operates in two segments, Graphics, Entertainment and Commercial Films (GECF) and Digital Printing and Enterprise (DP&E). The GECF segment provides digital and traditional product and service, such as front-end controllers, production workflow software, CTP output devices, service and digital plate, motion imaging products, and aerial and industrial film products, as well as is engaged in intellectual property and brand licensing activities. This segment serves commercial industries, including commercial print, direct mail, book publishing, newspapers and magazines, packaging, motion picture entertainment, printed electronics, and the aerial and industrial film markets. The DP&E segment offers inkjet and electrophotographic printing solutions equipment and related consumables and services; packaging printing equipment and related consumables and services, as well as printed functional materials and components; enterprise services and solutions in the areas print and managed media services, brand protection solutions and services, and document management services; and inkjet printers and related ink and media consumables. This segment serves a range of customers in the creative, in-plant, data center, consumer printing, commercial printing, packaging, and newspaper and digital service bureau industries. Eastman Kodak Company sells its products and services through various direct and indirect channels. The company was founded in 1880 and is headquartered in Rochester, New York.","Technology Hardware, Storage and Peripherals"
EFL,TSE,Tokyo Stock Exchange,EFL,TSE:EFL,,,,,Electrovaya Inc.,,,,,,,,1996,www.electrovaya.com,Canada,"2645 Royal Windsor Drive, Mississauga, Ontario, L5J 1K9, Canada","Electrovaya Inc., together with its subsidiaries, designs, develops, manufactures, and markets batteries, battery systems, and battery-related products for the electric transportation, utility scale energy storage and smart grid power, consumer, healthcare, aerospace and defense markets in Canada and internationally. It develops portable power technology products using its Lithium Ion SuperPolymer technology. The company offers battery systems for plug in hybrid electric vehicles, electric vehicles, and two-wheel vehicles, as well as for commercial truck and offroad applications; and PowerPad series of batteries for mobile computing and communication applications, as well as Scribble Tablet PC products for the health care industry. It also provides cells and battery modules; and intelligent battery management systems for automotive, utility-scale, and other integrated systems. The company was formerly known as Electrofuel Inc. and changed its name to Electrovaya Inc. in March 2002. Electrovaya Inc. was founded in 1996 and is headquartered in Mississauga, Canada.",Electrical Components and Equipment
HUBS,NYSE,纽交所,HUBS,NYSE:HUBS,,,,,"HubSpot, Inc.",,,,,,,,2005,www.hubspot.com,United States,"25 First Street, 2nd Floor, Cambridge, Massachusetts, 02141, United States","HubSpot, Inc. provides a cloud-based inbound marketing and sales software platform for businesses. Its software platform consists of integrated applications, such as social media, search engine optimization, blogging, Website content management, marketing automation, email, and analytics and reporting that enable businesses to attract visitors to their Websites, convert visitors into leads, and close leads into customers. The company also provides consulting and support services related to its products. HubSpot, Inc. was founded in 2005 and is headquartered in Cambridge, Massachusetts.",Application Software
BCAR,NASDAQ,纳斯达克市场,BCAR,NASDAQ:BCAR,,,,,Bank of the Carolinas Corp.,,,,,,,,1998,www.bankofthecarolinas.com,United States,"135 Boxwood Village Drive, Mocksville, North Carolina, 27028, United States","Bank of the Carolinas Corporation operates as the holding company for Bank of the Carolinas that provides commercial and consumer banking services primarily in the Piedmont region of North Carolina. The company offers business and individual checking accounts, savings accounts, negotiable order of withdrawal accounts, certificates of deposit, and money market checking accounts, as well as fixed interest rate certificates with varying maturities. It also provides consumer and commercial loans for various personal, business, and agricultural purposes, including term and installment loans, commercial and equity lines of credit, and overdraft checking credit; and commercial operating and working capital loans, residential mortgage loans, home equity lines of credit, other consumer loans, and loans secured by commercial real estate. Bank of the Carolinas Corporation offers its products and services primarily to individuals, and small-and medium-sized businesses. As of August 14, 2014, it operated offices in Advance, Asheboro, Concord, Harrisburg, Landis, Lexington, and Winston-Salem. The company was founded in 1998 and is headquartered in Mocksville, North Carolina.",Regional Banks
GULTU,NASDAQ,纳斯达克市场,GULTU,NASDAQ:GULTU,,,,,Gulf Coast Ultra Deep Royalty Trust,,,,,,,,-,-,United States,"919 Congress Avenue, Suite 500, Austin, Texas, 78701, United States",-,Oil and Gas Exploration and Production
FWP,NASDAQ,纳斯达克市场,FWP,NASDAQ:FWP,,,,,Forward Pharma A/S,,,,,,,,2005,www.forward-pharma.com,Denmark,"Ostergade 24A, 1, Copenhagen, Capital Region of Denmark, 1100, Denmark","Forward Pharma A/S, a biopharmaceutical company, focuses on the provision of dimethyl fumarate (DMF) formulations for the treatment of various immune disorders. It develops FP187, a DMF formulation to treat relapsing remitting multiple sclerosis and psoriasis. The company was founded in 2005 and is headquartered in Copenhagen, Denmark.",Biotechnology
NXTD,NASDAQ,纳斯达克市场,NXTD,NASDAQ:NXTD,,,,,"Nxt-ID, Inc.",,,,,,,,2011,www.nxt-id.com,United States,"One Reservoir Corporate Centre, Suite 402, 4 Research Drive, Shelton, Connecticut, 06484, United States","Nxt-ID, Inc., a technology company, provides various biometric solutions. The company develops Wocket, a physical electronic wallet that is intended to hold information from credit cards, identification cards, and virtually any magnetic stripe card to allow a specific owner of the card to configure a single electronic card to replicate any of the copied cards; MobileBio VoiceMatch, a method of recognizing speakers and specific words providing multi-factor recognition; and FaceMatch that is intended to serve as a modular facial recognition system for smartphones, tablets, laptop, and desktop computers. It also offers 3D FaceMatch Biometric Identity System, an identity management platform providing fusion of 3D facial recognition, 2D facial recognition, and optional fingerprint biometrics; and 3D SketchArtist, a 3D software face composite sketch tool that makes sketching a face. The company’s provides its solutions for securing mobile platforms, as well as for access control and law enforcement facial recognition markets. Nxt-ID, Inc. was founded in 2011 and is headquartered in Shelton, Connecticut.",Systems Software
YGRO,AMEX,全美证交所,YGRO,AMEX:YGRO,,,,,Royal Bank of Canada Yorkville MLP ETN 2034,,,,,,,,-,-,United States,       United States,-,Asset Management and Custody Banks
DM,NYSE,纽交所,DM,NYSE:DM,,,,,"Dominion Midstream Partners, LP",,,,,,,,2000,-,United States,"120 Tredegar Street, Richmond, Virginia, 23219, United States","Dominion Midstream Partners, LP owns liquefied natural gas (LNG) import, storage, regasification, and transportation assets. It owns and operates LNG Facility located on the Chesapeake Bay in Lusby, Maryland; and has approximately 136 miles of natural gas pipeline that connects its LNG facility to interstate natural gas pipelines. Dominion Midstream GP, LLC serves as a general partner of the company. The company was founded in 2000 and is based in Richmond, Virginia. Dominion Midstream Partners, LP operates as a subsidiary of Dominion Resources, Inc.",Oil and Gas Storage and Transportation
INBP,OTC,-,INBP,OTC:INBP,,,,,Integrated Biopharma Inc.,,,,,,,,1979,www.integratedbiopharma.com,United States,"225 Long Avenue, Hillside, New Jersey, 07205, United States","Integrated BioPharma, Inc., together with its subsidiaries, manufactures, distributes, markets, and sells vitamins, nutritional supplements, and herbal products primarily in the United States, Luxembourg, and Canada. It operates through three segments: Contract Manufacturing, Branded Proprietary Products, and Other Nutraceutical Businesses. The Contract Manufacturing segment manufactures vitamins and nutritional supplements for sale to distributors, multilevel marketers, and specialized health-care providers. The Branded Proprietary Products segment distributes healthful nutritional products for sale through mass market, grocery, drug, and vitamin retailers under Naturally Noni, Coconut Water, Aloe Pure, Peaceful Sleep, Green Envy, ACAI Extra, ACAI Cleanse, and Wheatgrass brands, as well as other branded proprietary nutraceutical products. The Other Nutraceutical Businesses segment sells private label vitamin and nutritional supplement products, and healthful nutritional products through the Internet; and distributes fine natural botanicals, including multi minerals, as well as raw materials. The company, formerly known as Integrated Health Technologies, Inc., was founded in 1979 and is based in Hillside, New Jersey.",Personal Products
OHAI,NASDAQ,纳斯达克市场,OHAI,NASDAQ:OHAI,,,,,OHA Investment Corporation,,,,,,,,2004,www.ngpcrc.com,United States,"909 Fannin Street, Suite 3800, Houston, Texas, 77010, United States","NGP Capital Resources Company is a business development company specializing in investments in small and mid size and middle market companies. The fund typically invests in acquisitions, buyouts, growth, development, expansion, monetizations, revitalization, restructuring, recapitalizations, and special situations. It seeks to invest in energy, natural resources, niche manufacturing, value added distribution, business services, healthcare products and services, consumer services, etc. Within energy, the fund focuses on oil and gas production and development including limited exploration or technology risk; midstream including pipelines, storage, gathering and processing systems; coal mining, production, and services; and oilfield manufacturing. It seeks to invest in companies based in the United States. The fund primarily invests between $5 million and $100 million in its portfolio companies. It invests in the form of unitranche (combined senior and subordinated debt), secured, senior, and subordinate debt; convertible debt; preferred equity; project equity; loans; securities of foreign companies; production payments, net profits interests, and similar investments; and senior secured and mezzanine loans and may receive equity investments in portfolio companies in connection with such investments. The fund makes asset and project based investments in private companies and can also invest in public companies. It seeks to make exit by allowing the portfolio company to refinance the facility often with senior debt or by the sale of the portfolio company’s assets or the entire company.",Asset Management and Custody Banks
BZQ,AMEX,全美证交所,BZQ,AMEX:BZQ,,,,,ProShares Trust - ProShares UltraShort MSCI Brazil Capped,,,,,,,,2009,www.proshares.com/funds/bzq.html,United States,"7501 Wisconsin Avenue, Suite 1000, Bethesda, Maryland, 20814, United States","ProShares Trust - ProShares UltraShort MSCI Brazil Capped is an exchange traded fund launched and managed by ProShare Advisors LLC. It invests in public equity markets of Brazil. The fund takes short positions and uses derivatives such as swaps agreement to invest in stocks of companies operating across diversified sectors. It primarily invests in stocks of large-cap and mid-cap companies. The fund seeks to replicate twice the inverse of the daily performance of the MSCI Brazil 25/50 Index, by using synthetic replication methodology. It was formerly known as ProShares Trust - ProShares UltraShort MSCI Brazil. ProShares Trust - ProShares UltraShort MSCI Brazil Capped was formed on June 16, 2009 and is domiciled in the United States.",Asset Management and Custody Banks
