030100;软件产业;二级;IT;软件产业;;Software industry ;IT ;Software industry ;
030101;软件外包;三级;IT;软件产业;软件外包;Software outsourcing ;IT ;Software industry ;Software outsourcing 
030102;应用软件;三级;IT;软件产业;应用软件;Application software ;IT ;Software industry ;Application software 
030109;软件产业其他;三级;IT;软件产业;软件产业其他;Other software industry ;IT ;Software industry ;Other software industry 
030200;硬件产业;二级;IT;硬件产业;;Hardware industry ;IT ;Hardware industry ;
030300;半导体芯片;二级;IT;半导体芯片;;Semiconductor chip ;IT ;Semiconductor chip ;
030400;IT 服务;二级;IT;IT 服务;;IT services ;IT ;IT services ;
030500;导航电子地图;二级;IT;导航电子地图;;Navigation electronic map ;IT ;Navigation electronic map ;
030600;数字电视;二级;IT;数字电视;;Digital TV ;IT ;Digital TV ;
030700;光电科技;二级;IT;光电科技;;Optoelectronics technology ;IT ;Optoelectronics technology ;
030900;IT 其它;二级;IT;IT 其它;;Other IT  ;IT ;Other IT  ;
040000;能源及矿业;一级;能源及矿业;;;Energy and mining ;Energy and mining ;;
040100;能源开采与加工;二级;能源及矿业;能源开采与加工;;Energy mining and processing ;Energy and mining ;Energy mining and processing ;
040101;能源开采;三级;能源及矿业;能源开采与加工;能源开采;Energy mining ;Energy and mining ;Energy mining and processing ;Energy mining 
040102;黑色金属冶炼与加工;三级;能源及矿业;能源开采与加工;黑色金属冶炼与加工;Ferrous metal smelting and processing ;Energy and mining ;Energy mining and processing ;Ferrous metal smelting and processing 
040103;有色金属冶炼与加工;三级;能源及矿业;能源开采与加工;有色金属冶炼与加工;Non-ferrous metal smelting and processing ;Energy and mining ;Energy mining and processing ;Non-ferrous metal smelting and processing 
040104;新材料;三级;能源及矿业;能源开采与加工;新材料;New material ;Energy and mining ;Energy mining and processing ;New material 
040109;能源开采与加工其他;三级;能源及矿业;能源开采与加工;能源开采与加工其他;Other mining and processing of energy ;Energy and mining ;Energy mining and processing ;Other mining and processing of energy 
040200;清洁能源;二级;能源及矿业;清洁能源;;Clean energy ;Energy and mining ;Clean energy ;
040201;太阳能;三级;能源及矿业;清洁能源;太阳能;Solar energy;Energy and mining ;Clean energy ;Solar energy
040202;风能;三级;能源及矿业;清洁能源;风能;Wind energy;Energy and mining ;Clean energy ;Wind energy
040203;生物能源;三级;能源及矿业;清洁能源;生物能源;Bioenergy ;Energy and mining ;Clean energy ;Bioenergy 
040209;清洁能源其他;三级;能源及矿业;清洁能源;清洁能源其他;Other clean energy  ;Energy and mining ;Clean energy ;Other clean energy  
040300;环保节能;二级;能源及矿业;环保节能;;Green energy ;Energy and mining ;Green energy ;
040301;污染监测与治理;三级;能源及矿业;环保节能;污染监测与治理;Pollution monitoring and remediation ;Energy and mining ;Green energy ;Pollution monitoring and remediation 
040302;节能设备与服务;三级;能源及矿业;环保节能;节能设备与服务;Energy-saving equipment and services ;Energy and mining ;Green energy ;Energy-saving equipment and services 
040303;资源回收与利用;三级;能源及矿业;环保节能;资源回收与利用;Resource recovery and utilization ;Energy and mining ;Green energy ;Resource recovery and utilization 
040304;废物及危险品治理;三级;能源及矿业;环保节能;废物及危险品治理;Hazardous waste treatment  ;Energy and mining ;Green energy ;Hazardous waste treatment  
040309;环保节能其他;三级;能源及矿业;环保节能;环保节能其他;Other green energy;Energy and mining ;Green energy ;Other green energy
040400;电池与储能技术;二级;能源及矿业;电池与储能技术;;Battery and energy storage technology ;Energy and mining ;Battery and energy storage technology ;
040900;能源及矿业其他;二级;能源及矿业;能源及矿业其他;;other energy and mining ;Energy and mining ;other energy and mining ;
050000;制造业;一级;制造业;;;Manufacturing ;Manufacturing ;;
050100;机械设备;二级;制造业;机械设备;;Machinery and equipment ;Manufacturing ;Machinery and equipment ;
050200;纺织行业;二级;制造业;纺织行业;;Textile industry ;Manufacturing ;Textile industry ;
050300;造纸行业;二级;制造业;造纸行业;;Paper industry ;Manufacturing ;Paper industry ;
050400;服装鞋帽;二级;制造业;服装鞋帽;;Clothing and shoes ;Manufacturing ;Clothing and shoes ;
050900;制造业其他;二级;制造业;制造业其他;;Other manufacturing ;Manufacturing ;Other manufacturing ;
060000;化学工业;一级;化学工业;;;Chemical industry ;Chemical industry ;;
060100;石油化工;二级;化学工业;石油化工;;Petrochemical ;Chemical industry ;Petrochemical ;
060200;化工原料;二级;化学工业;化工原料;;Chemical raw materials ;Chemical industry ;Chemical raw materials ;
060300;化学纤维;二级;化学工业;化学纤维;;Chemical fiber ;Chemical industry ;Chemical fiber ;
060400;农药与化肥;二级;化学工业;农药与化肥;;Pesticides and fertilizers ;Chemical industry ;Pesticides and fertilizers ;
060900;化学工业其他;二级;化学工业;化学工业其他;;Other chemical industry ;Chemical industry ;Other chemical industry ;
070000;建筑建材;一级;建筑建材;;;Building materials ;Building materials ;;
070100;建筑材料;二级;建筑建材;建筑材料;;Construction material;Building materials ;Construction material;
070101;水泥;三级;建筑建材;建筑材料;水泥;Cement ;Building materials ;Construction material;Cement 
070102;玻璃;三级;建筑建材;建筑材料;玻璃;Glass ;Building materials ;Construction material;Glass 
070109;建筑材料其他;三级;建筑建材;建筑材料;建筑材料其他;Other construction materials ;Building materials ;Construction material;Other construction materials 
070200;建筑施工;二级;建筑建材;建筑施工;;Construction ;Building materials ;Construction ;
070300;家居建材;二级;建筑建材;家居建材;;Home building ;Building materials ;Home building ;
070900;建筑建材其他;二级;建筑建材;建筑建材其他;;Other building materials ;Building materials ;Other building materials ;
080000;交通运输;一级;交通运输;;;Transportation ;Transportation ;;
080100;交通设施建设;二级;交通运输;交通设施建设;;Construction of transport facilities ;Transportation ;Construction of transport facilities ;
080200;物流;二级;交通运输;物流;;Logistics ;Transportation ;Logistics ;
080300;客运;二级;交通运输;客运;;Passenger freight;Transportation ;Passenger freight;
080900;交通运输其他;二级;交通运输;交通运输其他;;Other transportation ;Transportation ;Other transportation ;
100000;汽车行业;一级;汽车行业;;;Automotive industry ;Automotive industry ;;
100100;汽车整车;二级;汽车行业;汽车整车;;Automobile ;Automotive industry ;Automobile ;
100200;汽车零部件;二级;汽车行业;汽车零部件;;Auto components;Automotive industry ;Auto components;
100900;汽车行业其他;二级;汽车行业;汽车行业其他;;Other automotive industry ;Automotive industry ;Other automotive industry ;
110000;农林牧渔;一级;农林牧渔;;;Agriculture, forestry, livestock and fishery ;Agriculture, forestry, livestock and fishery ;;
110100;种植及加工;二级;农林牧渔;种植及加工;;Planting and processing ;Agriculture, forestry, livestock and fishery ;Planting and processing ;
110200;畜牧及加工;二级;农林牧渔;畜牧及加工;;Livestock and processing ;Agriculture, forestry, livestock and fishery ;Livestock and processing ;
110900;农林牧渔其他;二级;农林牧渔;农林牧渔其他;;Other agriculture, forestry, livestock and fishery ;Agriculture, forestry, livestock and fishery ;Other agriculture, forestry, livestock and fishery ;
120000;金融;一级;金融;;;Financial ;Financial ;;
120100;金融服务;二级;金融;金融服务;;Financial services ;Financial ;Financial services ;
120200;银行;二级;金融;银行;;Bank ;Financial ;Bank ;
120300;证券;二级;金融;证券;;Securities ;Financial ;Securities ;
120400;保险;二级;金融;保险;;Insurance;Financial ;Insurance;
120900;金融其它;二级;金融;金融其它;;Other financial ;Financial ;Other financial ;
130000;医疗健康;一级;医疗健康;;;Healthcare ;Healthcare ;;
130100;生物技术;二级;医疗健康;生物技术;;Biotechnology ;Healthcare ;Biotechnology ;
130200;医药行业;二级;医疗健康;医药行业;;Pharmaceutical industry ;Healthcare ;Pharmaceutical industry ;
130300;医疗设备;二级;医疗健康;医疗设备;;Healthcare equipment;Healthcare ;Healthcare equipment;
130400;医疗服务;二级;医疗健康;医疗服务;;Healthcare services ;Healthcare ;Healthcare services ;
130500;研发外包;二级;医疗健康;研发外包;;Research and development outsourcing ;Healthcare ;Research and development outsourcing ;
130900;医疗健康其他;二级;医疗健康;医疗健康其他;;Other healthcare;Healthcare ;Other healthcare;
140000;连锁经营;一级;连锁经营;;;Chain ;Chain ;;
140100;餐饮业;二级;连锁经营;餐饮业;;Catering;Chain ;Catering;
140200;百货;二级;连锁经营;百货;;Department stores ;Chain ;Department stores ;
140300;零售;二级;连锁经营;零售;;Retailing;Chain ;Retailing;
140400;酒店;二级;连锁经营;酒店;;Hotels;Chain ;Hotels;
140900;连锁经营其他;二级;连锁经营;连锁经营其他;;Other chain ;Chain ;Other chain ;
150000;食品饮料;一级;食品饮料;;;Food and beverage ;Food and beverage ;;
150100;食品;二级;食品饮料;食品;;Food ;Food and beverage ;Food ;
150200;饮料;二级;食品饮料;饮料;;Beverages ;Food and beverage ;Beverages ;
150900;食品饮料其他;二级;食品饮料;食品饮料其他;;Other food and beverage ;Food and beverage ;Other food and beverage ;
160000;文化传媒;一级;文化传媒;;;Culture and media ;Culture and media ;;
160100;传媒出版;二级;文化传媒;传媒出版;;Media publishing ;Culture and media ;Media publishing ;
160200;户外媒体;二级;文化传媒;户外媒体;;Outdoor media ;Culture and media ;Outdoor media ;
160300;广告制作与代理;二级;文化传媒;广告制作与代理;;Advertisement production and agency ;Culture and media ;Advertisement production and agency ;
160400;影视音乐;二级;文化传媒;影视音乐;;Television and music ;Culture and media ;Television and music ;
160500;动漫;二级;文化传媒;动漫;;Animation ;Culture and media ;Animation ;
160900;文化传媒其他;二级;文化传媒;文化传媒其他;;Other culture and media ;Culture and media ;Other culture and media ;
170000;教育及人力资源;一级;教育及人力资源;;;Education and human resources ;Education and human resources ;;
170100;教育培训;二级;教育及人力资源;教育培训;;Education and training ;Education and human resources ;Education and training ;
170200;人力资源服务;二级;教育及人力资源;人力资源服务;;Human resources services ;Education and human resources ;Human resources services ;
170900;教育及人力资源其他;二级;教育及人力资源;教育及人力资源其他;;Other education and human resources ;Education and human resources ;Other education and human resources ;
180000;旅游业;一级;旅游业;;;Tourism ;Tourism ;;
180100;旅游景点;二级;旅游业;旅游景点;;Tourist attractions ;Tourism ;Tourist attractions ;
180900;旅游业其他;二级;旅游业;旅游业其他;;Other tourism ;Tourism ;Other tourism ;
200000;房地产;一级;房地产;;;Real estate ;Real estate ;;
200100;房地产开发;二级;房地产;房地产开发;;Real estate development ;Real estate ;Real estate development ;
200900;房地产其他;二级;房地产;房地产其他;;Other real estate ;Real estate ;Other real estate ;
210000;公用事业;一级;公用事业;;;Utilities ;Utilities ;;
210100;供电与供热;二级;公用事业;供电与供热;;Power and heat ;Utilities ;Power and heat ;
210200;供水;二级;公用事业;供水;;Water ;Utilities ;Water ;
210300;供气;二级;公用事业;供气;;Gas ;Utilities ;Gas ;
210900;公用事业其他;二级;公用事业;公用事业其他;;Other utilities ;Utilities ;Other utilities ;
990000;综合;一级;综合;;;Comprehensive ;Comprehensive ;;
990900;综合;二级;综合;综合;;Comprehensive;Comprehensive ;Comprehensive;
